headline,date,ticker,score,current,1h_return,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,Stoch_K,Stoch_D,Williams_R,ROC,ATR_14,BB_Upper,BB_Lower,BB_Width,OBV,Vol_SMA_20,MFI_14,ADX_14,CCI_20
"Can S&P 500 Finally Break 7,000 Barrier?",2026-02-12 12:12:00+00:00,AAPL,0.0,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
3 Key Updates Apple Just Gave Investors,2026-02-12 10:15:00+00:00,AAPL,0.0,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
"Buy 2 Vanguard Index Funds to Beat the S&P 500 in the Next Year, According to Wall Street",2026-02-12 09:12:00+00:00,AAPL,0.4079430401325226,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
"I Predicted That ExxonMobil Would Join the $1 Trillion Club by 2030, But the Stock Is Already Up 24% in 2026. Is the High-Yield Dividend Stock Still a Buy Now?",2026-02-12 01:05:00+00:00,AAPL,0.0,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
"The ""Magnificent Seven"" Plan to Spend $680 Billion Largely on Artificial Intelligence Capex: Is Now the Time to Pile Into the Group?",2026-02-12 00:16:00+00:00,AAPL,0.0,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
"Vatican Bank Is Picking Stocks — And It Likes Meta, Amazon The Most",2026-02-11 23:52:44+00:00,AAPL,0.0,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
"Apple CEO Tim Cook Says Company Doesn't Usually Look Back, But Will Celebrate 50th Anniversary: 'I Promise'",2026-02-11 22:34:46+00:00,AAPL,0.39742764830589294,275.5400085449219,-0.015569457835094992,276.71401062011716,275.13074188232423,274.8872265625,276.5440587695158,275.53921333054785,50.29392191833646,35.911734951947395,35.911734951947395,-64.0882650480526,0.5400317446955023,1.7928118024553572,279.9086009614483,270.35288280320015,0.034679966109859066,-24007866.0,3110901.45,47.84046435019436,22.054720566167717,25.58850783391559
CAPEX and Cash Flow: The Bull Case for AI Infrastructure Stocks,2026-02-11 17:30:00+00:00,AAPL,0.0,278.9599914550781,0.0022225234305233332,275.74351196289064,275.0133773803711,274.08542694091796,276.3532088422494,275.1717269903718,64.09352888539436,85.37168157783998,85.37168157783998,-14.628318422160017,1.7953520496076558,1.6339242117745536,279.7515448612599,270.27520989948226,0.0339702296101613,-16267202.0,3183661.45,66.8911118605298,22.741719949000895,145.11839264364156
"Apple Stock To Rise Despite Memory Chip Crunch, Says Top Analyst— Hints At 'Bigger Story' Unfolding In 2026",2026-02-11 09:53:50+00:00,AAPL,0.47163158655166626,273.7900085449219,0.011907305659857476,273.9910034179687,274.94112091064454,272.3748245239258,274.13736205785034,273.93341447687544,49.67822748286319,32.15378981370192,32.15378981370192,-67.84621018629807,0.14331301195975493,1.5296412876674108,279.4078905810212,270.4743512402679,0.03262916491449528,-31252713.0,2851062.65,30.659888022562342,16.197077987783157,-41.164759761469455
Taiwan Semiconductor Manufacturing (TSM) CEO C.C. Wei Just Delivered Fantastic News for Nvidia Investors,2026-02-11 07:15:00+00:00,AAPL,0.41071197390556335,273.7900085449219,0.011907305659857476,273.9910034179687,274.94112091064454,272.3748245239258,274.13736205785034,273.93341447687544,49.67822748286319,32.15378981370192,32.15378981370192,-67.84621018629807,0.14331301195975493,1.5296412876674108,279.4078905810212,270.4743512402679,0.03262916491449528,-31252713.0,2851062.65,30.659888022562342,16.197077987783157,-41.164759761469455
"Which Big Tech Stocks Have the Most Debt, and Why It Matters",2026-02-11 06:05:00+00:00,AAPL,0.0,273.7900085449219,0.011907305659857476,273.9910034179687,274.94112091064454,272.3748245239258,274.13736205785034,273.93341447687544,49.67822748286319,32.15378981370192,32.15378981370192,-67.84621018629807,0.14331301195975493,1.5296412876674108,279.4078905810212,270.4743512402679,0.03262916491449528,-31252713.0,2851062.65,30.659888022562342,16.197077987783157,-41.164759761469455
How High Can Micron Go In the Memory Supercycle? Here's What History Says,2026-02-11 03:30:00+00:00,AAPL,0.0,273.7900085449219,0.011907305659857476,273.9910034179687,274.94112091064454,272.3748245239258,274.13736205785034,273.93341447687544,49.67822748286319,32.15378981370192,32.15378981370192,-67.84621018629807,0.14331301195975493,1.5296412876674108,279.4078905810212,270.4743512402679,0.03262916491449528,-31252713.0,2851062.65,30.659888022562342,16.197077987783157,-41.164759761469455
"Stock Market Today, Feb. 10: Microsoft Stock Slips on Melius Downgrade Over AI Spending Risks",2026-02-10 22:14:59+00:00,AAPL,-0.48527634143829346,273.7900085449219,0.011907305659857476,273.9910034179687,274.94112091064454,272.3748245239258,274.13736205785034,273.93341447687544,49.67822748286319,32.15378981370192,32.15378981370192,-67.84621018629807,0.14331301195975493,1.5296412876674108,279.4078905810212,270.4743512402679,0.03262916491449528,-31252713.0,2851062.65,30.659888022562342,16.197077987783157,-41.164759761469455
Spotify Record Earnings: Why Wall Street Says the Stock Could Double,2026-02-10 19:10:00+00:00,AAPL,0.0,273.9649963378906,-0.0006387231774417321,273.6041534423828,275.3086212158203,271.7096243286133,274.2242463181052,273.93487744393974,50.479943880344976,30.984745380614026,30.984745380614026,-69.01525461938598,-1.4797865481432706,1.617856706891741,280.1177829720707,270.49945945956995,0.03510785553289492,-30593984.0,3381186.25,44.37815124787645,18.231991321270392,-45.32822688900227
How Apple Is Winning the AI Race -- by Staying Out of It,2026-02-10 13:20:00+00:00,AAPL,0.0,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
Spotify Draws Fresh Buying as Profit Outlook Improves,2026-02-10 13:03:00+00:00,AAPL,0.44343429803848267,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
"Here's When the Dow Jones Industrial Average Will Reach 100,000, Based on What History Has to Say",2026-02-10 09:06:00+00:00,AAPL,0.0,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
"This Stock Is Up 10,650% in 20 Years. Can It Go Even Higher?",2026-02-10 06:20:00+00:00,AAPL,0.0,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
"Spatial Computing Platform Market to Hit USD 1,201.79 Billion by 2035, Fueled by AR/VR Adoption and AI-Driven Spatial Intelligence | Research by SNS Insider",2026-02-10 04:09:00+00:00,AAPL,0.46288105845451355,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
Waymo Just Raised Another $16 Billion. Does That Make Alphabet the Ultimate AI Stock for 2026?,2026-02-09 22:30:00+00:00,AAPL,0.0,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
Which is the Best Vanguard ETF for Dividends?,2026-02-09 21:24:49+00:00,AAPL,0.0,274.5400085449219,-0.0004370769776816179,274.5542419433594,275.71387176513673,269.9345245361328,274.58870105276884,273.9244474586586,52.43602854719537,30.85280261513316,30.85280261513316,-69.14719738486684,-1.6391028248291064,1.935333251953125,280.37234472798883,271.0553988022846,0.03393656893610721,-22199785.0,3542094.6,56.83462174727556,24.583642111583313,-47.100630987716364
William Blair Dumps $21 Million of Healthcare Platform Doximity Stock,2026-02-09 19:06:26+00:00,AAPL,-0.32953864336013794,273.6199951171875,0.00336237644964633,275.34173889160155,275.9471206665039,269.16442443847654,274.69892618034856,273.86200914604245,49.69834123320247,20.858073991559166,20.858073991559166,-79.14192600844083,-0.8335815448737892,1.9531424386160714,280.5243561763447,271.3698851566631,0.033456878821158186,-28405769.0,4062949.0,50.04865297799721,27.032517238898894,-108.02503459594956
A Leveraged Bet on the Broad Market or Big Tech: SPXL vs. QLD,2026-02-09 18:26:13+00:00,AAPL,0.0,271.9800109863281,0.007574077047512517,275.8912384033203,276.14662017822263,268.8018246459961,274.89509546561123,273.8813732653707,44.63528192762597,3.0418162709819017,3.0418162709819017,-96.9581837290181,-1.6809434314452734,2.0663582938058034,280.64390024205574,271.64934011438953,0.03307066609434891,-30972240.0,4197975.75,50.4779994521954,29.012927906397795,-164.79191350123472
"Market Call: Dow to Hit 70,000 by 2029?",2026-02-09 17:05:00+00:00,AAPL,0.0,272.0115051269531,0.005913316017584113,276.6222381591797,276.2931198120117,268.48402435302734,275.42511082883874,274.03350767750266,44.71554109157636,3.3839584390095117,3.3839584390095117,-96.61604156099048,-1.8168557659653428,2.1020725795200894,280.3921724179723,272.1940672060511,0.030138817871306477,-29035090.0,4257545.25,50.62466940597921,30.411433319187896,-168.22686365364277
Wall Street Erases $325 Billion From This Once Unstoppable Company,2026-02-09 16:32:23+00:00,AAPL,-0.3892796039581299,272.0115051269531,0.005913316017584113,276.6222381591797,276.2931198120117,268.48402435302734,275.42511082883874,274.03350767750266,44.71554109157636,3.3839584390095117,3.3839584390095117,-96.61604156099048,-1.8168557659653428,2.1020725795200894,280.3921724179723,272.1940672060511,0.030138817871306477,-29035090.0,4257545.25,50.62466940597921,30.411433319187896,-168.22686365364277
"S&P 500 Earnings Halfway Mark: Sector Winners, Losers, and What Comes Next",2026-02-09 15:48:00+00:00,AAPL,0.0,273.398193359375,-0.005187241201637021,277.0130889892578,276.47254486083983,268.2093942260742,276.0457664156468,274.1952970887167,48.26368487172044,7.722232225923592,7.722232225923592,-92.27776777407641,-0.33603599454350347,2.093146187918527,280.065371591518,272.8797181301617,0.026282739373888073,-25789511.0,4348879.4,51.284962219658915,31.917661671711038,-151.69715972323615
Schwab vs Vanguard: Which is the Better Dividend ETF?,2026-02-09 15:02:50+00:00,AAPL,0.0,273.08270263671875,-0.003922612085726413,277.3362701416016,276.5651351928711,267.929030456543,276.5271433392285,274.2590778222605,47.3816143283878,0.4164837427591271,0.4164837427591271,-99.58351625724087,-0.6032203743774076,2.316715785435268,279.9113487008514,273.21892168489074,0.024506960533723712,-28582083.0,4492146.0,49.6329354668719,34.1125477926736,-94.76564463327031
The Only 3 AI Stocks Billionaire Peter Thiel's Hedge Fund Owns (Hint: Palantir or Nvidia Aren't on the List),2026-02-09 10:10:00+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Small-Cap vs. Mega-Cap: Is IWO or MGK the Better Buy Right Now?,2026-02-08 23:22:35+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
7 Billion Reasons to Buy Walt Disney Stock in February,2026-02-08 16:15:00+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
This Growth Stock Continues to Crush the Market,2026-02-08 13:05:00+00:00,AAPL,-0.4711703658103943,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
"Consumer Tech News (Feb 2-6): Big Tech Earnings Take Center Stage In U.S. Markets, Anthropic Launches New AI Tool & More",2026-02-08 12:46:16+00:00,AAPL,0.424207478761673,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
IEFA vs. NZAC: How Does A Foreign Fund Matchup Against A Sustainable ETF?,2026-02-08 12:33:50+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Is Apple Falling Behind in Artificial Intelligence (AI)? Here's What CEO Tim Cook Just Said.,2026-02-08 10:05:00+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
IEMG vs. SPGM: How These Popular Global ETFs Stack Up for Investors,2026-02-08 08:00:13+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Better Leveraged ETF Buy: Is Tech-Heavy QLD or S&P 500-Focused SSO the Right Choice for Investors?,2026-02-07 22:30:03+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Leveraged ETFs: QLD Boasts More Tech Exposure Compared to SSO,2026-02-07 17:10:03+00:00,AAPL,0.3178114593029022,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Dividend ETFs: SCHD Offers Higher Yield but VIG Leads in Capital Growth,2026-02-07 17:07:03+00:00,AAPL,0.471462607383728,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
"Why This Tech Stock Is Dodging the AI ""SaaSpocalypse""",2026-02-07 15:23:00+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Dividends vs. Share Buybacks: Which Is Better for Your Wallet?,2026-02-07 15:10:00+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Better Large-Cap ETF: Vanguard's MGK vs. State Street's SPY,2026-02-07 15:04:03+00:00,AAPL,0.470997154712677,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Alphabet: Is This the Greatest Business Ever Built?,2026-02-07 08:11:00+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
IEMG Offers Broader Market Reach Than NZAC,2026-02-06 21:24:26+00:00,AAPL,0.0,278.0799865722656,-0.01797067094667819,277.7325012207031,276.77169036865234,267.6648764038086,277.15340529168844,274.3532076575851,63.24016868711467,63.19196481824616,63.19196481824616,-36.80803518175384,1.0391633380122813,2.392427716936384,279.6962353062587,273.847145431046,0.02103383974989041,-22247539.0,4470471.2,47.01857379356692,36.6310889868764,81.74153725532867
Why Berkshire Hathaway Is a Better Business Than You Might Think,2026-02-06 17:07:00+00:00,AAPL,0.0,278.67999267578125,-0.005561891178790217,276.7745025634766,275.55194091796875,266.2945767211914,276.6386875660236,273.1550690468684,66.65820583471496,71.345645193619,71.345645193619,-28.654354806381,1.3713538843444748,2.727079119001116,281.10225272361373,270.00162911232377,0.03983286889276089,-23522315.0,5154336.55,54.50329361993554,36.958419990445755,119.13126268494129
Why I Am Never Selling This Broad Market ETF,2026-02-06 16:30:00+00:00,AAPL,0.0,278.67999267578125,-0.0032474479800555993,276.7745025634766,275.55194091796875,266.2945767211914,276.6386875660236,273.1550690468684,66.65820583471496,71.345645193619,71.345645193619,-28.654354806381,1.3713538843444748,2.727079119001116,281.10225272361373,270.00162911232377,0.03983286889276089,-23522315.0,5154336.55,54.50329361993554,36.958419990445755,119.13126268494129
"In-Vehicle Digital Experience Market Analysis/Forecast Report 2026-2036: Software-Defined Vehicles and Rich OTA Are Becoming Table Stakes, Fragmentation of Platforms and the Cost of Owning the Stack",2026-02-06 09:40:00+00:00,AAPL,0.0,275.9200134277344,0.01221366683526249,275.96400146484376,274.0544403076172,264.8945770263672,275.1061530537574,271.63324583938004,62.89836550023992,50.803778976775924,50.803778976775924,-49.196221023224076,-0.46671294715327666,3.217097691127232,280.41511950568906,267.69376110954533,0.046105239841456994,-26871408.0,4936819.05,56.20615692936669,34.7206436203183,53.22954859736611
15 Physical AI Stocks To Watch In 2026 As Robots And Autonomy Scale Globally,2026-02-05 21:03:33+00:00,AAPL,0.0,275.9200134277344,0.01221366683526249,275.96400146484376,274.0544403076172,264.8945770263672,275.1061530537574,271.63324583938004,62.89836550023992,50.803778976775924,50.803778976775924,-49.196221023224076,-0.46671294715327666,3.217097691127232,280.41511950568906,267.69376110954533,0.046105239841456994,-26871408.0,4936819.05,56.20615692936669,34.7206436203183,53.22954859736611
